order_number,customer_name,address,city,country,contact_fullname,dealsize
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10238,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Medium
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10320,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Medium
10329,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10376,Boards & Toys Co.,4097 Douglas Av.,Glendale,USA,Young Leslie,Medium
10389,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10117,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Large
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Large
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Large
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10176,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Large
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Large
10196,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Large
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10220,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Medium
10231,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Medium
10247,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10272,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Large
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10293,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Large
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10325,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Small
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Medium
10349,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10359,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10372,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10382,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10396,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10413,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Small
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Small
10191,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10238,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10320,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Small
10329,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10377,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10389,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10115,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Medium
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10141,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10151,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10175,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10184,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel Jose Pedro,Medium
10195,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco Valarie,Medium
10219,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Medium
10229,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10246,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10259,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Medium
10271,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10281,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Medium
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10305,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10324,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Small
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Medium
10349,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10358,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10382,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10412,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10425,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Medium
10170,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10239,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10277,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Small
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Small
10329,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10377,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10389,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10405,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Large
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10103,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10113,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10126,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Medium
10140,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10150,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10164,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Medium
10174,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan Tony,Medium
10183,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Small
10194,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10206,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Medium
10215,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Medium
10228,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng Kyung,Medium
10245,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10258,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Medium
10270,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Small
10291,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Medium
10312,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10322,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Small
10347,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10357,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10370,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10391,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10411,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Medium
10424,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Large
10109,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Medium
10136,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10161,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10171,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10240,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Medium
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10278,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10356,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Medium
10365,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10377,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10406,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Large
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10102,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Medium
10125,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10139,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10149,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Medium
10173,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10193,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Medium
10205,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10215,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Small
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10244,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10256,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Medium
10289,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Medium
10312,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10322,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10346,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10356,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Small
10369,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Large
10380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10391,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10422,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Medium
10102,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Small
10126,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Small
10139,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10149,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Small
10173,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10193,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Small
10205,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10215,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Small
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10244,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10256,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Small
10289,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Small
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Small
10312,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10322,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Small
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10347,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10356,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Small
10369,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Medium
10391,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10422,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10110,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10123,Atelier graphique,"54, rue Royale",Nantes,France,Schmitt Carine,Medium
10137,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10161,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10172,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10226,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10241,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Small
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10278,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Small
10288,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10311,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
